zert01                -2.6671781540E+01    
zert02                -3.0992444992E+01    
zert03                -3.5527301788E+01    
zert04                -3.9850852966E+01    
zert05                -4.3582950592E+01    
zert06                -4.5839870453E+01    
zert07                -4.8844379425E+01    
zert08                -5.3112976074E+01    
zert09                -5.2671791077E+01    
zert10                -5.1314811707E+01    
zert11                -3.8870479584E+01    
zert12                -3.1759969711E+01    
zert13                -2.9689023972E+01    
zert14                -3.6051044464E+01    
zert15                -4.0670398712E+01    
zert16                -4.4396778107E+01    
zert17                -4.7808883667E+01    
zert18                -5.0007038116E+01    
zert19                -5.4590038300E+01    
zert20                -5.4733188629E+01    
zert21                -5.3764419556E+01    
zert22                -4.8187713623E+01    
zert23                -4.4006385803E+01    
zert24                -3.1003255844E+01    
zert25                -3.5482944489E+01    
zert26                -3.8390953064E+01    
zert27                -4.0761474609E+01    
zert28                -4.3047855377E+01    
zert29                -4.4460880280E+01    
zert30                -4.5514350891E+01    
zert31                -4.6003501892E+01    
zert32                -4.5694919586E+01    
zert33                -4.5000980377E+01    
zert34                -4.3709766388E+01    
zert35                -4.1069004059E+01    
zert36                -3.7868480682E+01    
zert37                -3.3235626221E+01    
zert38                -2.8417949677E+01    
zert39                -3.2187858582E+01    
zert40                -3.7407146454E+01    
zert41                -4.0665287018E+01    
zert42                -4.3521804810E+01    
zert43                -4.5580852509E+01    
zert44                -4.6797527313E+01    
zert45                -4.7638275146E+01    
zert46                -4.7889072418E+01    
zert47                -4.7781452179E+01    
zert48                -4.7170886993E+01    
zert49                -4.6065517426E+01    
zert50                -4.3951267242E+01    
zert51                -4.2317787170E+01    
zert52                -3.9829467773E+01    
zert53                -3.6494567871E+01    
zert54                -3.1017389297E+01    
zert55                -3.4586093903E+01    
zert56                -3.7260051727E+01    
zert57                -3.9387348175E+01    
zert58                -4.2022068024E+01    
zert59                -4.3716941833E+01    
zert60                -4.4749065399E+01    
zert61                -5.7821315765E+01    
zert62                -5.7311698914E+01    
zert63                -5.1296226501E+01    
zert64                -4.8402473450E+01    
zert65                -4.3882614136E+01    
zert66                -3.4962909698E+01    
zert67                -2.9061428070E+01    
zert68                -3.2352836609E+01    
zert69                -3.5791400909E+01    
zert70                -3.8188766479E+01    
zert71                -4.0435684204E+01    
zert72                -4.2259681702E+01    
zert73                -4.3798637390E+01    
zert74                -4.4248390198E+01    
zert75                -2.6044071198E+01    
zert76                -3.1735599518E+01    
zert77                -3.6686107635E+01    
zert78                -4.0571147919E+01    
zert79                -4.4498855591E+01    
zert80                -2.8041961670E+01    
zert81                -3.1217405319E+01    
zert82                -3.3399200439E+01    
zert83                -3.5891971588E+01    
zert84                -3.7437198639E+01    
zert85                -3.8908485413E+01    
zert86                -3.9955444336E+01    
zert87                -4.0436420441E+01    
