 pp_0000               3.0422930035E+05      5.2724934306E+06      2               2.5604700E-04
 pp_0001               3.0472930035E+05      5.2724934306E+06      2               2.5604700E-04
 pp_0002               3.0522930035E+05      5.2724934306E+06      2               2.5604700E-04
 pp_0003               3.0572930035E+05      5.2724934306E+06      2               2.5604700E-04
 pp_0004               3.0622930035E+05      5.2724934306E+06      2               2.5604700E-04
 pp_0005               3.0672930035E+05      5.2724934306E+06      2               2.5604700E-04
 pp_0006               3.0722930035E+05      5.2724934306E+06      2               2.5604700E-04
 pp_0007               3.0772930035E+05      5.2724934306E+06      2               2.5604700E-04
 pp_0008               3.0822930035E+05      5.2724934306E+06      2               2.5604700E-04
 pp_0009               3.0422930035E+05      5.2719934306E+06      2               2.5604700E-04
 pp_0010               3.0472930035E+05      5.2719934306E+06      2               2.5604700E-04
 pp_0011               3.0522930035E+05      5.2719934306E+06      2               2.5604700E-04
 pp_0012               3.0572930035E+05      5.2719934306E+06      2               2.5604700E-04
 pp_0013               3.0622930035E+05      5.2719934306E+06      2               2.5604700E-04
 pp_0014               3.0672930035E+05      5.2719934306E+06      2               2.5604700E-04
 pp_0015               3.0722930035E+05      5.2719934306E+06      2               2.5604700E-04
 pp_0016               3.0772930035E+05      5.2719934306E+06      2               2.5604700E-04
 pp_0017               3.0822930035E+05      5.2719934306E+06      2               2.5604700E-04
 pp_0018               3.0422930035E+05      5.2714934306E+06      2               2.5604700E-04
 pp_0019               3.0472930035E+05      5.2714934306E+06      2               2.5604700E-04
 pp_0020               3.0522930035E+05      5.2714934306E+06      2               2.5604700E-04
 pp_0021               3.0572930035E+05      5.2714934306E+06      2               2.5604700E-04
 pp_0022               3.0622930035E+05      5.2714934306E+06      2               2.5604700E-04
 pp_0023               3.0672930035E+05      5.2714934306E+06      2               2.5604700E-04
 pp_0024               3.0722930035E+05      5.2714934306E+06      2               2.5604700E-04
 pp_0025               3.0772930035E+05      5.2714934306E+06      2               2.5604700E-04
 pp_0026               3.0822930035E+05      5.2714934306E+06      2               2.5604700E-04
 pp_0027               3.0372930035E+05      5.2709934306E+06      2               2.5604700E-04
 pp_0028               3.0422930035E+05      5.2709934306E+06      2               2.5604700E-04
 pp_0029               3.0472930035E+05      5.2709934306E+06      1               1.7431500E-04
 pp_0030               3.0522930035E+05      5.2709934306E+06      1               1.6735500E-04
 pp_0031               3.0572930035E+05      5.2709934306E+06      1               1.9655400E-04
 pp_0032               3.0622930035E+05      5.2709934306E+06      2               2.5604700E-04
 pp_0033               3.0672930035E+05      5.2709934306E+06      2               2.5604700E-04
 pp_0034               3.0722930035E+05      5.2709934306E+06      2               2.5604700E-04
 pp_0035               3.0772930035E+05      5.2709934306E+06      2               2.5604700E-04
 pp_0036               3.0072930035E+05      5.2704934306E+06      2               2.5604700E-04
 pp_0037               3.0122930035E+05      5.2704934306E+06      2               2.5604700E-04
 pp_0038               3.0272930035E+05      5.2704934306E+06      2               2.5604700E-04
 pp_0039               3.0322930035E+05      5.2704934306E+06      2               2.5604700E-04
 pp_0040               3.0372930035E+05      5.2704934306E+06      2               2.5604700E-04
 pp_0041               3.0422930035E+05      5.2704934306E+06      1               2.4091800E-04
 pp_0042               3.0472930035E+05      5.2704934306E+06      1               2.0622400E-04
 pp_0043               3.0522930035E+05      5.2704934306E+06      1               1.9136600E-04
 pp_0044               3.0572930035E+05      5.2704934306E+06      1               1.7538600E-04
 pp_0045               3.0622930035E+05      5.2704934306E+06      1               1.7854900E-04
 pp_0046               3.0672930035E+05      5.2704934306E+06      2               2.5604700E-04
 pp_0047               3.0722930035E+05      5.2704934306E+06      2               2.5604700E-04
 pp_0048               3.0772930035E+05      5.2704934306E+06      2               2.5604700E-04
 pp_0049               3.0822930035E+05      5.2704934306E+06      2               2.5604700E-04
 pp_0050               2.9922930035E+05      5.2699934306E+06      2               2.5604700E-04
 pp_0051               2.9972930035E+05      5.2699934306E+06      2               2.5604700E-04
 pp_0052               3.0022930035E+05      5.2699934306E+06      2               2.5604700E-04
 pp_0053               3.0072930035E+05      5.2699934306E+06      2               2.5604700E-04
 pp_0054               3.0122930035E+05      5.2699934306E+06      2               2.5604700E-04
 pp_0055               3.0172930035E+05      5.2699934306E+06      2               2.5604700E-04
 pp_0056               3.0222930035E+05      5.2699934306E+06      2               2.5604700E-04
 pp_0057               3.0272930035E+05      5.2699934306E+06      2               2.5604700E-04
 pp_0058               3.0322930035E+05      5.2699934306E+06      1               1.6225500E-04
 pp_0059               3.0372930035E+05      5.2699934306E+06      1               1.7195000E-04
 pp_0060               3.0422930035E+05      5.2699934306E+06      1               1.8523400E-04
 pp_0061               3.0472930035E+05      5.2699934306E+06      1               1.7429400E-04
 pp_0062               3.0522930035E+05      5.2699934306E+06      1               1.8467500E-04
 pp_0063               3.0572930035E+05      5.2699934306E+06      1               1.8680700E-04
