 pp_0064               3.0622930035E+05      5.2699934306E+06      1               1.6341300E-04
 pp_0065               3.0672930035E+05      5.2699934306E+06      2               2.5604700E-04
 pp_0066               3.0722930035E+05      5.2699934306E+06      2               2.5604700E-04
 pp_0067               3.0772930035E+05      5.2699934306E+06      2               2.5604700E-04
 pp_0068               3.0822930035E+05      5.2699934306E+06      2               2.5604700E-04
 pp_0069               2.9922930035E+05      5.2694934306E+06      2               2.5604700E-04
 pp_0070               2.9972930035E+05      5.2694934306E+06      2               2.5604700E-04
 pp_0071               3.0022930035E+05      5.2694934306E+06      2               2.5604700E-04
 pp_0072               3.0072930035E+05      5.2694934306E+06      2               2.5604700E-04
 pp_0073               3.0122930035E+05      5.2694934306E+06      2               2.5604700E-04
 pp_0074               3.0172930035E+05      5.2694934306E+06      2               2.5604700E-04
 pp_0075               3.0222930035E+05      5.2694934306E+06      2               2.5604700E-04
 pp_0076               3.0272930035E+05      5.2694934306E+06      1               2.4470200E-04
 pp_0077               3.0322930035E+05      5.2694934306E+06      1               3.4836200E-04
 pp_0078               3.0372930035E+05      5.2694934306E+06      1               1.6608400E-04
 pp_0079               3.0422930035E+05      5.2694934306E+06      1               1.6513300E-04
 pp_0080               3.0472930035E+05      5.2694934306E+06      1               2.0623400E-04
 pp_0081               3.0522930035E+05      5.2694934306E+06      1               1.8685200E-04
 pp_0082               3.0572930035E+05      5.2694934306E+06      2               2.5604700E-04
 pp_0083               3.0622930035E+05      5.2694934306E+06      2               2.5604700E-04
 pp_0084               3.0672930035E+05      5.2694934306E+06      2               2.5604700E-04
 pp_0085               3.0722930035E+05      5.2694934306E+06      2               2.5604700E-04
 pp_0086               3.0772930035E+05      5.2694934306E+06      2               2.5604700E-04
 pp_0087               3.0822930035E+05      5.2694934306E+06      2               2.5604700E-04
 pp_0088               2.9922930035E+05      5.2689934306E+06      2               2.5604700E-04
 pp_0089               2.9972930035E+05      5.2689934306E+06      2               2.5604700E-04
 pp_0090               3.0022930035E+05      5.2689934306E+06      2               2.5604700E-04
 pp_0091               3.0072930035E+05      5.2689934306E+06      2               2.5604700E-04
 pp_0092               3.0122930035E+05      5.2689934306E+06      2               2.5604700E-04
 pp_0093               3.0172930035E+05      5.2689934306E+06      1               1.9124900E-04
 pp_0094               3.0222930035E+05      5.2689934306E+06      1               1.1802200E-04
 pp_0095               3.0272930035E+05      5.2689934306E+06      1               1.7249500E-04
 pp_0096               3.0322930035E+05      5.2689934306E+06      1               2.3708700E-04
 pp_0097               3.0372930035E+05      5.2689934306E+06      1               1.4943300E-04
 pp_0098               3.0422930035E+05      5.2689934306E+06      1               1.3295500E-04
 pp_0099               3.0472930035E+05      5.2689934306E+06      1               1.3940200E-04
 pp_0100               3.0522930035E+05      5.2689934306E+06      1               1.6445900E-04
 pp_0101               3.0572930035E+05      5.2689934306E+06      2               2.5604700E-04
 pp_0102               3.0672930035E+05      5.2689934306E+06      2               2.5604700E-04
 pp_0103               3.0722930035E+05      5.2689934306E+06      2               2.5604700E-04
 pp_0104               2.9922930035E+05      5.2684934306E+06      2               2.5604700E-04
 pp_0105               2.9972930035E+05      5.2684934306E+06      2               2.5604700E-04
 pp_0106               3.0022930035E+05      5.2684934306E+06      2               2.5604700E-04
 pp_0107               3.0072930035E+05      5.2684934306E+06      1               3.1029600E-04
 pp_0108               3.0122930035E+05      5.2684934306E+06      1               3.0640900E-04
 pp_0109               3.0172930035E+05      5.2684934306E+06      1               1.2302300E-04
 pp_0110               3.0222930035E+05      5.2684934306E+06      1               1.1097800E-04
 pp_0111               3.0272930035E+05      5.2684934306E+06      1               6.9600000E-05
 pp_0112               3.0322930035E+05      5.2684934306E+06      1               6.0300000E-05
 pp_0113               3.0372930035E+05      5.2684934306E+06      1               1.2247800E-04
 pp_0114               3.0422930035E+05      5.2684934306E+06      1               1.2296400E-04
 pp_0115               3.0472930035E+05      5.2684934306E+06      2               2.5604700E-04
 pp_0116               3.0522930035E+05      5.2684934306E+06      2               2.5604700E-04
 pp_0117               2.9972930035E+05      5.2679934306E+06      2               2.5604700E-04
 pp_0118               3.0022930035E+05      5.2679934306E+06      2               2.5604700E-04
 pp_0119               3.0072930035E+05      5.2679934306E+06      1               2.0390900E-04
 pp_0120               3.0122930035E+05      5.2679934306E+06      1               1.3257700E-04
 pp_0121               3.0172930035E+05      5.2679934306E+06      1               1.0150500E-04
 pp_0122               3.0222930035E+05      5.2679934306E+06      1               1.4279600E-04
 pp_0123               3.0272930035E+05      5.2679934306E+06      1               2.7900000E-05
 pp_0124               3.0322930035E+05      5.2679934306E+06      1               3.3600000E-05
 pp_0125               3.0372930035E+05      5.2679934306E+06      2               2.5604700E-04
 pp_0126               3.0422930035E+05      5.2679934306E+06      2               2.5604700E-04
 pp_0127               3.0472930035E+05      5.2679934306E+06      2               2.5604700E-04
 pp_0128               3.0522930035E+05      5.2679934306E+06      2               2.5604700E-04
 pp_0129               2.9972930035E+05      5.2674934306E+06      2               2.5604700E-04
 pp_0130               3.0022930035E+05      5.2674934306E+06      1               1.1671900E-04
 pp_0131               3.0072930035E+05      5.2674934306E+06      1               1.9142400E-04
 pp_0132               3.0122930035E+05      5.2674934306E+06      1               2.6046000E-04
 pp_0133               3.0172930035E+05      5.2674934306E+06      1               9.9900000E-05
 pp_0134               3.0222930035E+05      5.2674934306E+06      1               6.2800000E-05
 pp_0135               3.0272930035E+05      5.2674934306E+06      1               3.9300000E-05
 pp_0136               3.0322930035E+05      5.2674934306E+06      2               2.5604700E-04
 pp_0137               3.0372930035E+05      5.2674934306E+06      2               2.5604700E-04
 pp_0138               3.0422930035E+05      5.2674934306E+06      2               2.5604700E-04
 pp_0139               3.0472930035E+05      5.2674934306E+06      2               2.5604700E-04
 pp_0140               2.9972930035E+05      5.2669934306E+06      2               2.5604700E-04
 pp_0141               3.0022930035E+05      5.2669934306E+06      2               2.5604700E-04
 pp_0142               3.0072930035E+05      5.2669934306E+06      2               2.5604700E-04
 pp_0143               3.0122930035E+05      5.2669934306E+06      1               1.1259900E-04
 pp_0144               3.0172930035E+05      5.2669934306E+06      1               8.8100000E-05
 pp_0145               3.0222930035E+05      5.2669934306E+06      1               7.9200000E-05
 pp_0146               3.0272930035E+05      5.2669934306E+06      2               2.5604700E-04
 pp_0147               3.0322930035E+05      5.2669934306E+06      2               2.5604700E-04
 pp_0148               3.0372930035E+05      5.2669934306E+06      2               2.5604700E-04
 pp_0149               3.0422930035E+05      5.2669934306E+06      2               2.5604700E-04
 pp_0150               3.0472930035E+05      5.2669934306E+06      2               2.5604700E-04
 pp_0151               3.0022930035E+05      5.2664934306E+06      2               2.5604700E-04
 pp_0152               3.0072930035E+05      5.2664934306E+06      2               2.5604700E-04
 pp_0153               3.0122930035E+05      5.2664934306E+06      2               2.5604700E-04
 pp_0154               3.0172930035E+05      5.2664934306E+06      2               2.5604700E-04
 pp_0155               3.0222930035E+05      5.2664934306E+06      2               2.5604700E-04
 pp_0156               3.0272930035E+05      5.2664934306E+06      2               2.5604700E-04
 pp_0157               3.0322930035E+05      5.2664934306E+06      2               2.5604700E-04
 pp_0158               3.0372930035E+05      5.2664934306E+06      2               2.5604700E-04
 pp_0159               3.0122930035E+05      5.2659934306E+06      2               2.5604700E-04
 pp_0160               3.0172930035E+05      5.2659934306E+06      2               2.5604700E-04
